Suburb,Rooms,Type,Price,Method,Real estate,Distance,Bathroom,Car,Land size,Building area,Year built,Council area,Lattitude,Longtitude,Region name,Property count,Year Sold,Month Sold
Ascot Vale,3,h,940000.0,S,Jellis,5.9,2.0,2.0,285.0,172.0,2011.0,Moonee Valley,-37.7778,144.9061,Western Metropolitan,6567.0,2016,7
Hampton,4,h,2500000.0,PI,RT,13.7,3.0,2.0,684.0,317.0,2008.0,Bayside,-37.9436,145.0169,Southern Metropolitan,5454.0,2017,5
Ormond,1,u,280000.0,SP,Thomson,11.4,1.0,1.0,821.0,33.0,1975.0,Glen Eira,-37.90296,145.04637,Southern Metropolitan,3578.0,2017,3
Essendon West,3,h,1115000.0,S,Barry,9.8,1.0,1.0,688.0,192.0,1950.0,Moonee Valley,-37.7577,144.8892,Western Metropolitan,588.0,2016,7
Sunshine West,3,h,551000.0,S,Barry,10.5,1.0,2.0,613.0,105.0,1974.0,Brimbank,-37.80046,144.82676,Western Metropolitan,6763.0,2017,8
Essendon,2,u,691000.0,SP,Brad,8.0,1.0,1.0,201.0,80.0,1995.0,Moonee Valley,-37.7454,144.928,Western Metropolitan,9264.0,2017,2
Bentleigh,3,h,1500000.0,PI,hockingstuart,13.0,2.0,1.0,565.0,222.0,1940.0,Glen Eira,-37.9134,145.0263,Southern Metropolitan,6795.0,2016,7
Ivanhoe,2,t,710000.0,PI,Nelson,7.9,1.0,1.0,134.0,120.0,2012.0,Banyule,-37.7582,145.034,Eastern Metropolitan,5549.0,2016,8
Strathmore,4,h,1370000.0,S,Nelson,9.7,2.0,2.0,908.0,208.0,1960.0,Moonee Valley,-37.735,144.9203,Western Metropolitan,3284.0,2016,5
Richmond,3,h,1350000.0,PI,Peter,2.6,1.0,2.0,332.0,116.0,1940.0,Yarra,-37.8131,145.005,Northern Metropolitan,14949.0,2016,7
Malvern East,5,h,2350000.0,PI,Jellis,11.2,2.0,2.0,567.0,327.0,1915.0,Stonnington,-37.8786,145.0495,Southern Metropolitan,8801.0,2016,3
South Yarra,3,h,2285000.0,S,Kay,3.3,2.0,2.0,221.0,135.0,1890.0,Stonnington,-37.8416,144.9959,Southern Metropolitan,14887.0,2016,10
Carnegie,2,t,795000.0,S,Gary,11.4,2.0,1.0,133.0,104.0,2009.0,Glen Eira,-37.8911,145.0539,Southern Metropolitan,7822.0,2016,3
Reservoir,3,h,780000.0,PI,Barry,12.0,1.0,2.0,893.0,103.0,1940.0,Darebin,-37.69964,145.00945,Northern Metropolitan,21650.0,2017,6
Hoppers Crossing,3,h,536500.0,S,Reliance,18.4,2.0,4.0,578.0,129.7,1972.0,Wyndham,-37.873259999999995,144.69103,Western Metropolitan,13830.0,2017,7
Glenroy,4,h,1050000.0,VB,Nelson,13.0,3.0,2.0,715.0,271.0,1970.0,Moreland,-37.709,144.9373,Northern Metropolitan,8870.0,2017,4
Avondale Heights,3,h,850000.0,S,Moonee,10.5,1.0,1.0,593.0,118.0,1970.0,Moonee Valley,-37.7677,144.8674,Western Metropolitan,4502.0,2016,3
Brunswick,4,h,1500000.0,S,Nelson,5.2,1.0,1.0,318.0,100.0,1908.0,Moreland,-37.767920000000004,144.97141000000005,Northern Metropolitan,11918.0,2017,6
Camberwell,3,h,1690000.0,PI,hockingstuart,7.8,2.0,1.0,777.0,154.0,1950.0,Boroondara,-37.8431,145.0962,Southern Metropolitan,8920.0,2016,4
Hillside,4,h,737500.0,S,Brad,18.0,2.0,2.0,704.0,230.0,2004.0,Melton,-37.68175,144.74087,Western Metropolitan,5556.0,2017,5
Mooroolbark,5,h,872000.0,SP,Max,26.5,2.0,2.0,1254.0,186.75,1980.0,Yarra Ranges,-37.790259999999996,145.33738,Eastern Victoria,8280.0,2017,3
Brunswick West,3,h,1010000.0,PI,Nelson,5.2,2.0,4.0,413.0,126.0,1910.0,Moreland,-37.76545,144.94442,Northern Metropolitan,7082.0,2017,6
Thornbury,3,h,1346000.0,S,Nelson,6.5,2.0,2.0,349.0,130.0,1918.0,Darebin,-37.7544,144.998,Northern Metropolitan,8870.0,2017,5
Brooklyn,2,u,515000.0,SP,hockingstuart,6.4,1.0,2.0,159.0,140.0,2012.0,Hobsons Bay,-37.82073,144.8447,Western Metropolitan,962.0,2017,8
Ascot Vale,4,h,1340000.0,S,Nelson,5.9,2.0,2.0,683.0,232.0,1978.0,Moonee Valley,-37.775,144.93200000000004,Western Metropolitan,6567.0,2016,5
Melbourne,1,u,440000.0,S,Harcourts,2.8,1.0,1.0,0.0,65.0,1920.0,Melbourne,-37.8168,144.9691,Northern Metropolitan,17496.0,2016,8
Reservoir,3,h,635000.0,SP,hockingstuart,12.0,2.0,2.0,289.0,147.0,2009.0,Darebin,-37.70798,145.02101000000005,Northern Metropolitan,21650.0,2017,5
South Yarra,1,u,400000.0,VB,Jellis,2.7,1.0,1.0,0.0,43.0,1950.0,Stonnington,-37.83678,145.00137,Southern Metropolitan,14887.0,2017,5
St Kilda,2,u,503500.0,S,Buxton,6.1,1.0,1.0,683.0,72.0,1940.0,Port Phillip,-37.8594,144.9828,Southern Metropolitan,13240.0,2016,4
Yarraville,3,h,670000.0,PI,Biggin,7.0,1.0,1.0,463.0,119.0,1950.0,Maribyrnong,-37.8137,144.8636,Western Metropolitan,6543.0,2016,6
Fitzroy,4,h,1950000.0,S,Nelson,1.6,1.0,0.0,177.0,152.0,1890.0,Yarra,-37.7999,144.9759,Northern Metropolitan,5825.0,2016,6
Watsonia,3,h,671000.0,S,Barry,14.9,2.0,2.0,280.0,163.0,2002.0,Banyule,-37.7153,145.0854,Northern Metropolitan,2329.0,2016,12
Burwood,3,h,570000.0,S,Ray,11.7,1.0,1.0,384.0,112.0,1950.0,Whitehorse,-37.8542,145.1138,Southern Metropolitan,5678.0,2016,9
Essendon,3,u,700000.0,S,Nelson,8.0,1.0,1.0,227.0,120.0,2005.0,Moonee Valley,-37.7496,144.892,Western Metropolitan,9264.0,2017,4
Brunswick West,3,h,810000.0,S,Brad,5.9,1.0,2.0,349.0,95.0,1950.0,Moreland,-37.7589,144.9368,Northern Metropolitan,7082.0,2016,7
Heidelberg Heights,2,t,680000.0,S,Jellis,8.8,1.0,1.0,129.0,106.0,2013.0,Banyule,-37.749309999999994,145.05505,Eastern Metropolitan,2947.0,2017,5
Fitzroy North,2,u,700000.0,SP,Woodards,3.5,2.0,1.0,4332.0,85.0,2010.0,Yarra,-37.7846,144.9785,Northern Metropolitan,6244.0,2016,3
Brunswick West,2,u,537000.0,SP,Jellis,5.9,1.0,1.0,501.0,66.0,1960.0,Moreland,-37.7741,144.9449,Northern Metropolitan,7082.0,2016,8
Sunshine,3,h,635000.0,PI,Douglas,12.6,1.0,1.0,631.0,107.0,1960.0,Brimbank,-37.7836,144.8408,Western Metropolitan,3755.0,2016,5
South Yarra,2,u,1340000.0,S,Marshall,2.7,2.0,2.0,0.0,133.0,1995.0,Stonnington,-37.84018,145.00265,Southern Metropolitan,14887.0,2017,7
Coburg North,3,h,715000.0,SP,hockingstuart,9.2,2.0,2.0,173.0,120.0,2010.0,Moreland,-37.7308,144.9832,Northern Metropolitan,3445.0,2017,4
Carlton North,2,u,520000.0,VB,Nelson,3.2,1.0,1.0,0.0,86.0,1940.0,Yarra,-37.7813,144.9773,Northern Metropolitan,3106.0,2016,9
Hadfield,3,h,550000.0,S,Eview,11.2,1.0,2.0,325.0,100.0,1950.0,Moreland,-37.70325,144.94756999999996,Northern Metropolitan,2606.0,2017,7
Carlton North,2,h,800000.0,PI,Nelson,3.2,1.0,1.0,73.0,104.0,2009.0,Yarra,-37.7852,144.9719,Northern Metropolitan,3106.0,2016,10
Toorak,4,h,2620000.0,S,Jellis,4.6,2.0,2.0,516.0,286.0,1925.0,Stonnington,-37.8398,145.0305,Southern Metropolitan,7217.0,2016,6
Gisborne,3,h,426000.0,S,Raine,45.9,1.0,1.0,412.0,103.0,1950.0,Macedon Ranges,-37.49175,144.59565,Northern Victoria,3376.0,2017,7
Heidelberg Heights,2,h,680000.0,S,Fletchers,10.5,1.0,1.0,605.0,78.0,1950.0,Banyule,-37.7365,145.0545,Eastern Metropolitan,2947.0,2016,12
Albert Park,4,h,2800000.0,VB,Cayzer,3.3,3.0,1.0,327.0,254.0,1910.0,Port Phillip,-37.8467,144.9475,Southern Metropolitan,3280.0,2016,6
Balwyn North,4,h,1725000.0,PI,Marshall,9.2,3.0,2.0,627.0,213.0,1970.0,Boroondara,-37.7827,145.0945,Southern Metropolitan,7809.0,2017,4
Yarraville,2,u,397000.0,S,Village,7.0,1.0,1.0,0.0,68.0,1975.0,Maribyrnong,-37.8128,144.8953,Western Metropolitan,6543.0,2017,5
North Melbourne,2,u,465000.0,SP,Jellis,1.8,1.0,1.0,0.0,53.0,2010.0,Melbourne,-37.79831,144.94261,Northern Metropolitan,6821.0,2017,7
Burwood,4,h,1255000.0,S,Buxton,11.7,2.0,2.0,438.0,210.0,2005.0,Monash,-37.8599,145.1101,Southern Metropolitan,5678.0,2016,12
South Morang,4,h,915000.0,S,Harcourts,20.5,3.0,2.0,624.0,410.0,2005.0,Whittlesea,-37.63485,145.07272,Northern Metropolitan,7969.0,2017,3
Box Hill,3,h,948000.0,S,Ray,13.1,1.0,2.0,384.0,108.0,1950.0,Whitehorse,-37.8167,145.1373,Eastern Metropolitan,4605.0,2016,12
Camberwell,4,h,2110000.0,S,Fletchers,7.8,1.0,3.0,572.0,150.0,1910.0,Boroondara,-37.8411,145.062,Southern Metropolitan,8920.0,2017,8
Glen Iris,5,h,2352500.0,PI,Marshall,9.2,3.0,2.0,642.0,336.0,1930.0,Boroondara,-37.859,145.0656,Southern Metropolitan,10412.0,2016,11
Wollert,4,h,530000.0,SP,hockingstuart,25.5,2.0,2.0,448.0,155.0,2011.0,Whittlesea,-37.619440000000004,145.01243,Northern Metropolitan,2940.0,2017,7
Altona,5,h,1525000.0,S,Greg,13.8,3.0,3.0,729.0,268.0,2005.0,Hobsons Bay,-37.8721,144.8105,Western Metropolitan,5301.0,2016,3
Hampton East,3,h,926000.0,S,Buxton,14.5,2.0,2.0,393.0,140.0,1950.0,Bayside,-37.9431,145.0267,Southern Metropolitan,2356.0,2016,6
Richmond,3,h,1260000.0,S,Biggin,2.6,1.0,0.0,203.0,81.0,1900.0,Yarra,-37.8166,144.9945,Northern Metropolitan,14949.0,2016,3
Elwood,1,u,300000.0,S,hockingstuart,7.7,1.0,0.0,0.0,33.0,1930.0,Port Phillip,-37.8749,144.9842,Southern Metropolitan,8989.0,2016,3
Kew,2,t,707500.0,S,Jellis,5.6,1.0,1.0,124.0,86.0,1992.0,Boroondara,-37.7938,145.0321,Southern Metropolitan,10331.0,2016,7
Northcote,3,h,1235000.0,S,Ray,5.5,1.0,1.0,534.0,127.0,1960.0,Darebin,-37.7677,145.0142,Northern Metropolitan,11364.0,2017,4
Aberfeldie,2,h,670000.0,SP,Frank,9.1,1.0,2.0,0.0,103.0,1990.0,Moonee Valley,-37.76,144.9002,Western Metropolitan,1543.0,2016,11
South Yarra,1,u,567500.0,S,hockingstuart,3.3,1.0,1.0,0.0,56.0,1970.0,Melbourne,-37.8368,144.9848,Southern Metropolitan,14887.0,2016,11
Altona Meadows,4,h,810000.0,SP,Purplebricks,15.5,2.0,2.0,749.0,180.9,1989.0,Hobsons Bay,-37.88413,144.79033,Western Metropolitan,7630.0,2017,12
Camberwell,3,t,1625000.0,S,Jellis,7.8,2.0,2.0,283.0,160.0,1990.0,Boroondara,-37.8362,145.064,Southern Metropolitan,8920.0,2017,2
Middle Park,2,u,535000.0,S,hockingstuart,4.1,1.0,1.0,760.0,58.0,1930.0,Port Phillip,-37.8474,144.9625,Southern Metropolitan,2019.0,2016,4
Camberwell,4,h,2500000.0,VB,Fletchers,7.7,2.0,3.0,947.0,225.0,1930.0,Boroondara,-37.84403,145.09545,Southern Metropolitan,8920.0,2017,7
Ringwood North,3,h,750000.0,S,Fletchers,19.9,1.0,1.0,446.0,114.0,1955.0,Maroondah,-37.7987,145.23032,Eastern Metropolitan,3619.0,2017,6
Deepdene,4,t,1680000.0,S,Fletchers,7.9,2.0,1.0,254.0,172.0,1995.0,Boroondara,-37.81007,145.06792,Southern Metropolitan,892.0,2017,12
North Melbourne,2,h,970000.0,S,JMRE,1.8,1.0,0.0,102.0,66.0,1900.0,Melbourne,-37.79489,144.94207,Northern Metropolitan,6821.0,2017,3
Seddon,4,h,970000.0,VB,Jas,6.6,2.0,1.0,149.0,127.0,1920.0,Maribyrnong,-37.8047,144.8948,Western Metropolitan,2417.0,2016,4
Prahran,2,u,1020000.0,S,hockingstuart,4.6,1.0,1.0,0.0,102.0,1920.0,Stonnington,-37.85931,145.00616000000005,Southern Metropolitan,7717.0,2017,6
Alphington,4,h,2000000.0,S,Brace,6.4,2.0,4.0,853.0,263.0,1930.0,Darebin,-37.7707,145.0318,Northern Metropolitan,2211.0,2016,3
Thornbury,3,h,1265000.0,S,Jellis,6.5,2.0,2.0,397.0,97.0,1920.0,Darebin,-37.7515,144.9857,Northern Metropolitan,8870.0,2016,10
Elwood,3,h,1800000.0,VB,Gary,7.2,2.0,2.0,188.0,185.0,2010.0,Port Phillip,-37.87818,144.98532,Southern Metropolitan,8989.0,2017,6
Braybrook,3,h,575000.0,S,Trimson,10.8,1.0,3.0,559.0,98.0,1955.0,Maribyrnong,-37.7923,144.852,Western Metropolitan,3589.0,2016,10
Albert Park,3,h,1370000.0,S,Greg,3.3,2.0,2.0,0.0,85.0,2000.0,Port Phillip,-37.8451,144.9511,Southern Metropolitan,3280.0,2016,12
Fawkner,4,h,1010000.0,S,Stockdale,12.4,2.0,2.0,607.0,338.0,2015.0,Moreland,-37.716,144.9663,Northern Metropolitan,5070.0,2016,5
Collingwood,2,u,800000.0,VB,Nelson,1.6,1.0,1.0,0.0,91.0,1900.0,Yarra,-37.8026,144.9848,Northern Metropolitan,4553.0,2017,2
Fitzroy North,2,u,675000.0,SP,Nelson,3.5,1.0,2.0,0.0,92.0,2010.0,Yarra,-37.7918,144.9824,Northern Metropolitan,6244.0,2017,3
Spotswood,2,h,802000.0,S,McGrath,6.2,1.0,1.0,174.0,100.6,1900.0,Hobsons Bay,-37.83162,144.88742,Western Metropolitan,1223.0,2017,8
Kew,3,h,1878000.0,SP,Jellis,5.6,2.0,1.0,392.0,426.0,2015.0,Boroondara,-37.8081,145.0263,Southern Metropolitan,10331.0,2016,10
Richmond,3,h,1182000.0,S,Biggin,2.6,1.0,1.0,199.0,110.0,1920.0,Yarra,-37.8139,145.0039,Northern Metropolitan,14949.0,2016,5
Heidelberg Heights,4,h,706000.0,SP,Nelson,10.5,1.0,2.0,374.0,113.0,1940.0,Banyule,-37.7437,145.0506,Eastern Metropolitan,2947.0,2017,8
Bayswater North,3,h,762000.0,S,Ray,23.2,2.0,2.0,792.0,148.0,1980.0,Maroondah,-37.82809,145.29287,Eastern Metropolitan,3598.0,2017,7
Preston,1,u,300000.0,PI,Nelson,8.8,1.0,1.0,0.0,67.0,2005.0,Darebin,-37.7441,144.9999,Northern Metropolitan,14577.0,2016,9
Abbotsford,2,h,1100000.0,PI,Biggin,2.5,2.0,1.0,124.0,135.0,2013.0,Yarra,-37.8079,144.9977,Northern Metropolitan,4019.0,2016,6
Balwyn,2,u,526000.0,S,hockingstuart,9.7,1.0,1.0,0.0,73.0,1960.0,Boroondara,-37.8144,145.0993,Southern Metropolitan,5682.0,2016,10
Carnegie,2,u,656000.0,S,Property,11.4,1.0,1.0,103.0,82.0,1970.0,Glen Eira,-37.8873,145.0559,Southern Metropolitan,7822.0,2016,6
Ivanhoe,3,h,1605000.0,S,Nelson,7.9,2.0,2.0,608.0,165.0,1920.0,Banyule,-37.7702,145.0398,Eastern Metropolitan,5549.0,2016,12
Heidelberg Heights,4,h,1645000.0,PI,Fletchers,8.8,2.0,4.0,596.0,120.0,1930.0,Banyule,-37.75008,145.05051,Eastern Metropolitan,2947.0,2017,12
Aberfeldie,2,u,470000.0,S,Brad,9.1,1.0,1.0,976.0,71.0,2000.0,Moonee Valley,-37.7557,144.9037,Western Metropolitan,1543.0,2016,7
Yarraville,2,u,381000.0,PI,Jas,7.0,1.0,1.0,0.0,65.0,1960.0,Maribyrnong,-37.8128,144.8953,Western Metropolitan,6543.0,2017,11
Caulfield South,3,t,1237000.0,S,Gary,8.7,2.0,2.0,0.0,135.0,1990.0,Glen Eira,-37.90034,145.01283,Southern Metropolitan,5051.0,2017,6
Chadstone,3,h,1301000.0,S,Buxton,13.6,1.0,2.0,620.0,88.0,1970.0,Monash,-37.8812,145.105,Southern Metropolitan,3582.0,2017,3
Keilor Park,2,t,380000.0,S,Nelson,14.5,1.0,1.0,161.0,100.0,2010.0,Brimbank,-37.7251,144.8621,Western Metropolitan,1119.0,2016,10
Brunswick East,3,t,899000.0,SP,Jellis,4.5,2.0,1.0,116.0,124.0,2007.0,Moreland,-37.7667,144.9821,Northern Metropolitan,5533.0,2016,7
Maidstone,2,u,435000.0,S,Biggin,6.4,2.0,1.0,0.0,96.0,2017.0,Maribyrnong,-37.77813,144.87287,Western Metropolitan,3873.0,2017,8
Heidelberg West,3,h,640000.0,S,hockingstuart,9.4,1.0,2.0,476.0,200.0,1956.0,Banyule,-37.7339,145.0405,Eastern Metropolitan,2674.0,2017,5
Oakleigh,5,h,1750000.0,S,HAR,12.3,2.0,2.0,546.0,313.0,1935.0,Monash,-37.90465,145.08893999999995,Southern Metropolitan,3224.0,2017,6
Fitzroy North,3,h,1852000.0,S,Jellis,3.6,2.0,1.0,138.0,125.0,1900.0,Yarra,-37.78714,144.97966,Northern Metropolitan,6244.0,2017,1
Glen Waverley,2,u,1100000.0,S,Ray,16.7,1.0,1.0,258.0,106.0,1980.0,Monash,-37.88245,145.15982,Eastern Metropolitan,15321.0,2017,3
Windsor,2,h,1500000.0,S,Jellis,5.1,1.0,2.0,0.0,96.0,1928.0,Stonnington,-37.8518,144.9868,Southern Metropolitan,4380.0,2016,11
Thornbury,3,h,1225000.0,SP,Jellis,7.0,1.0,0.0,275.0,90.0,1920.0,Darebin,-37.76126,145.00247,Northern Metropolitan,8870.0,2017,5
Brighton East,2,u,905000.0,S,Hodges,10.7,1.0,2.0,189.0,93.0,1980.0,Bayside,-37.9172,145.0072,Southern Metropolitan,6938.0,2016,10
Balwyn North,3,h,1450000.0,VB,Jellis,9.2,1.0,2.0,665.0,124.0,1950.0,Boroondara,-37.7862,145.0781,Southern Metropolitan,7809.0,2017,4
Moonee Ponds,4,h,1345000.0,SP,Brad,6.9,2.0,2.0,313.0,193.0,1910.0,Moonee Valley,-37.7709,144.9288,Western Metropolitan,6232.0,2016,6
Burnley,2,h,1202500.0,S,Jellis,3.5,1.0,1.0,149.0,77.0,1900.0,Yarra,-37.8287,145.0089,Northern Metropolitan,438.0,2016,9
Kew,3,t,800000.0,S,LITTLE,5.6,2.0,2.0,848.0,97.0,1970.0,Boroondara,-37.796,145.0324,Southern Metropolitan,10331.0,2016,12
Yarraville,3,h,982500.0,S,Village,6.3,2.0,2.0,444.0,122.0,1945.0,Maribyrnong,-37.81662,144.866,Western Metropolitan,6543.0,2017,7
Kew East,3,h,1920000.0,S,Jellis,7.5,1.0,2.0,672.0,152.0,1940.0,Boroondara,-37.789,145.0616,Southern Metropolitan,2671.0,2016,10
Canterbury,3,h,1587500.0,S,Marshall,9.0,1.0,1.0,459.0,130.0,1920.0,Boroondara,-37.8265,145.072,Southern Metropolitan,3265.0,2016,3
Maribyrnong,5,h,1151000.0,S,Biggin,8.7,2.0,5.0,694.0,232.0,1950.0,Maribyrnong,-37.7819,144.8901,Western Metropolitan,4918.0,2016,6
Chadstone,3,u,700000.0,S,Bekdon,13.6,2.0,1.0,224.0,94.0,2006.0,Monash,-37.8738,145.1054,Southern Metropolitan,3582.0,2016,4
Balwyn,4,h,2410000.0,S,Fletchers,9.7,2.0,1.0,685.0,207.0,1940.0,Boroondara,-37.8056,145.071,Southern Metropolitan,5682.0,2016,9
North Melbourne,4,h,2920000.0,S,Nelson,2.3,3.0,4.0,310.0,276.0,1880.0,Melbourne,-37.7958,144.944,Northern Metropolitan,6821.0,2016,3
St Kilda,2,u,520000.0,PI,Marshall,6.1,1.0,1.0,1034.0,55.0,1950.0,Port Phillip,-37.8717,144.9829,Southern Metropolitan,13240.0,2016,10
Brighton East,2,h,1845000.0,S,Buxton,10.7,1.0,2.0,604.0,145.0,1950.0,Bayside,-37.9268,145.0094,Southern Metropolitan,6938.0,2016,10
Sunshine West,5,h,621000.0,SP,Barry,13.5,2.0,2.0,596.0,176.0,1997.0,Brimbank,-37.7981,144.7936,Western Metropolitan,6763.0,2016,10
St Kilda,2,u,430000.0,SP,Cayzer,6.1,1.0,1.0,0.0,63.0,2008.0,Port Phillip,-37.859,144.9767,Southern Metropolitan,13240.0,2016,5
St Kilda,3,h,1891000.0,S,Marshall,6.1,2.0,3.0,384.0,123.0,1915.0,Port Phillip,-37.8645,144.9805,Southern Metropolitan,13240.0,2017,4
Ormond,2,u,617500.0,S,Biggin,11.8,1.0,1.0,94.0,91.0,1970.0,Glen Eira,-37.9011,145.0474,Southern Metropolitan,3578.0,2016,5
Coburg,5,h,1020000.0,PI,Raine,7.8,2.0,4.0,381.0,286.0,1985.0,Moreland,-37.7492,144.969,Northern Metropolitan,11204.0,2017,2
Pascoe Vale,2,h,810000.0,S,Brad,9.9,1.0,1.0,783.0,94.0,1950.0,Moreland,-37.7196,144.9485,Northern Metropolitan,7485.0,2016,5
Fawkner,3,h,527000.0,S,YPA,12.4,1.0,1.0,609.0,103.0,1960.0,Moreland,-37.7083,144.9644,Northern Metropolitan,5070.0,2016,5
South Yarra,3,h,1810000.0,S,hockingstuart,3.3,1.0,1.0,211.0,18.0,1906.0,Stonnington,-37.8442,144.9928,Southern Metropolitan,14887.0,2016,6
Richmond,2,h,860000.0,S,Biggin,2.6,2.0,0.0,74.0,95.0,2000.0,Yarra,-37.8207,145.0053,Northern Metropolitan,14949.0,2016,10
Ashwood,2,h,1495000.0,S,Barry,12.2,1.0,2.0,803.0,95.0,1950.0,Monash,-37.8683,145.1064,Southern Metropolitan,2894.0,2017,8
Albion,3,h,600000.0,VB,Sweeney,13.9,1.0,1.0,697.0,110.0,1928.0,Brimbank,-37.7842,144.8175,Western Metropolitan,2185.0,2016,5
Epping,3,h,573000.0,S,Love,19.6,2.0,2.0,637.0,125.0,1990.0,Whittlesea,-37.64097,145.05757,Northern Metropolitan,10926.0,2017,5
Kensington,2,u,666000.0,S,Nelson,4.2,1.0,2.0,1111.0,92.0,1998.0,Melbourne,-37.7896,144.9321,Northern Metropolitan,5263.0,2016,8
Hadfield,2,h,610000.0,S,Eview,12.1,1.0,1.0,394.0,98.0,1950.0,Moreland,-37.7153,144.9507,Northern Metropolitan,2606.0,2016,3
Albert Park,2,h,1190000.0,S,RT,3.3,1.0,0.0,111.0,70.0,1915.0,Port Phillip,-37.8445,144.9489,Southern Metropolitan,3280.0,2017,4
Fawkner,3,t,460000.0,SP,Eview,12.4,1.0,1.0,314.0,112.0,1970.0,Moreland,-37.7066,144.9733,Northern Metropolitan,5070.0,2016,10
Cheltenham,3,h,1050000.0,PI,Barry,17.9,1.0,2.0,539.0,169.0,1970.0,Kingston,-37.972229999999996,145.07895,Southern Metropolitan,9758.0,2017,7
Lalor,3,h,622000.0,S,Ray,16.3,1.0,2.0,575.0,113.0,1970.0,Whittlesea,-37.671459999999996,145.03232,Northern Metropolitan,8279.0,2017,8
Balwyn North,5,h,1750000.0,VB,Jellis,9.2,3.0,2.0,705.0,365.0,2013.0,Boroondara,-37.7851,145.0775,Southern Metropolitan,7809.0,2016,7
Preston,2,u,485000.0,S,Nelson,8.8,1.0,1.0,117.0,73.0,1965.0,Darebin,-37.7514,145.0118,Northern Metropolitan,14577.0,2016,5
Brunswick West,2,t,380000.0,VB,Nelson,5.9,1.0,1.0,0.0,85.0,1970.0,Moreland,-37.7607,144.9393,Northern Metropolitan,7082.0,2016,7
Brunswick East,3,h,1574000.0,S,Woodards,4.5,3.0,2.0,336.0,207.0,2007.0,Moreland,-37.7664,144.9797,Northern Metropolitan,5533.0,2016,4
Keilor East,2,t,520000.0,VB,Whiting,11.7,2.0,2.0,62.0,62.0,2014.0,Moonee Valley,-37.738929999999996,144.87661,Western Metropolitan,5629.0,2017,1
South Melbourne,4,h,2180000.0,S,Marshall,2.1,3.0,1.0,200.0,153.0,1860.0,Port Phillip,-37.836,144.965,Southern Metropolitan,5943.0,2016,10
Ascot Vale,3,h,1230000.0,S,Nelson,5.9,1.0,2.0,594.0,148.0,1960.0,Moonee Valley,-37.7819,144.9064,Western Metropolitan,6567.0,2016,8
Meadow Heights,3,h,450000.0,SP,Barry,17.4,1.0,1.0,702.0,96.0,1970.0,Hume,-37.66059,144.92006,Northern Metropolitan,4704.0,2017,8
Preston,4,h,1260000.0,SP,Nelson,8.8,3.0,2.0,654.0,150.0,1950.0,Darebin,-37.7365,145.0173,Northern Metropolitan,14577.0,2016,5
Endeavour Hills,3,h,676000.0,SP,O'Brien,28.5,2.0,3.0,810.0,114.0,1980.0,Casey,-37.988409999999995,145.26001000000005,South-Eastern Metropolitan,8443.0,2017,7
Preston,2,h,890000.0,S,Nelson,8.8,1.0,3.0,493.0,95.0,1950.0,Darebin,-37.74,144.9821,Northern Metropolitan,14577.0,2016,9
Greenvale,5,h,800000.0,SP,LJ,20.4,3.0,2.0,544.0,332.0,2008.0,Hume,-37.61079,144.90823,Northern Metropolitan,4864.0,2017,8
South Yarra,2,u,659000.0,SP,Jellis,3.3,1.0,1.0,0.0,77.0,1940.0,Melbourne,-37.8314,144.9877,Southern Metropolitan,14887.0,2016,7
Craigieburn,3,h,430000.0,S,Ray,20.6,2.0,1.0,280.0,127.0,2010.0,Hume,-37.57056,144.91751000000005,Northern Metropolitan,15510.0,2017,5
Carnegie,4,h,1550000.0,VB,hockingstuart,11.4,2.0,2.0,757.0,133.0,1930.0,Glen Eira,-37.8925,145.0541,Southern Metropolitan,7822.0,2016,12
Balwyn North,3,h,1590000.0,S,Jellis,9.7,1.0,1.0,697.0,128.0,1955.0,Boroondara,-37.78483,145.07477,Southern Metropolitan,7809.0,2017,5
Cremorne,2,u,570000.0,S,Biggin,2.4,2.0,1.0,0.0,75.0,2007.0,Yarra,-37.83011,144.99043999999995,Northern Metropolitan,1123.0,2017,5
Richmond,1,u,421000.0,SP,Biggin,2.6,1.0,1.0,8223.0,57.0,2012.0,Yarra,-37.8127,145.0094,Northern Metropolitan,14949.0,2017,4
Hawthorn,3,h,1780000.0,SP,Jellis,4.6,3.0,2.0,88.0,178.0,2011.0,Boroondara,-37.824,145.0427,Southern Metropolitan,11308.0,2017,3
Brunswick West,2,h,1315000.0,S,Nelson,5.9,1.0,2.0,554.0,116.0,1930.0,Moreland,-37.7715,144.9426,Northern Metropolitan,7082.0,2016,9
Hawthorn East,3,t,1110000.0,S,Jellis,7.5,2.0,2.0,94.0,169.0,2005.0,Boroondara,-37.8302,145.0525,Southern Metropolitan,6482.0,2016,8
Albion,4,h,816000.0,S,Bells,13.9,1.0,2.0,837.0,156.0,1930.0,Brimbank,-37.7825,144.8221,Western Metropolitan,2185.0,2016,10
Gowanbrae,3,t,532000.0,S,Nelson,13.6,2.0,1.0,149.0,19.0,2005.0,Moreland,-37.7068,144.8963,Western Metropolitan,1071.0,2016,3
Hawthorn,3,h,1180000.0,S,Jellis,4.6,1.0,3.0,218.0,92.0,1900.0,Boroondara,-37.8176,145.0204,Southern Metropolitan,11308.0,2016,11
Airport West,3,h,805000.0,S,Nelson,13.5,1.0,1.0,0.0,105.0,1950.0,Moonee Valley,-37.7217,144.8783,Western Metropolitan,3464.0,2016,10
